,Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking,Location,There are no data to download.
17,2014.0,105330.0,Northern Arizona University,20.0,NAU  - Yavapai Prescott Valley Campus,27705.0,0.0,0.0,0.0,Public_Property,
18,2014.0,105330.0,Northern Arizona University,21.0,NAU- Yuma,27705.0,0.0,0.0,0.0,Public_Property,
19,2014.0,105330.0,Northern Arizona University,23.0,Communiversity At Surprise,27705.0,0.0,0.0,0.0,Public_Property,
20,2014.0,105330.0,Northern Arizona University,25.0,Phoenix Biomedical Campus,27705.0,0.0,0.0,0.0,Public_Property,
21,2014.0,105330.0,Northern Arizona University,27.0,NAU In Costa Rica,27705.0,0.0,0.0,0.0,Public_Property,
22,2015.0,105330.0,Northern Arizona University,1.0,Flagstaff Mountain Campus,29021.0,0.0,0.0,0.0,Public_Property,
23,2015.0,105330.0,Northern Arizona University,3.0,NAU- Chandler-Gilbert,29021.0,0.0,0.0,0.0,Public_Property,
24,2015.0,105330.0,Northern Arizona University,5.0,NAU - Mesa,29021.0,0.0,0.0,0.0,Public_Property,
25,2015.0,105330.0,Northern Arizona University,6.0,NAU - West Valley,29021.0,0.0,0.0,0.0,Public_Property,
26,2015.0,105330.0,Northern Arizona University,7.0,NAU - Glendale,29021.0,0.0,0.0,0.0,Public_Property,
27,2015.0,105330.0,Northern Arizona University,9.0,NAU - Kingman,29021.0,0.0,0.0,0.0,Public_Property,
28,2015.0,105330.0,Northern Arizona University,10.0,NAU - North Valley,29021.0,0.0,0.0,0.0,Public_Property,
29,2015.0,105330.0,Northern Arizona University,11.0,NAU - Paradise Valley,29021.0,0.0,0.0,0.0,Public_Property,
30,2015.0,105330.0,Northern Arizona University,12.0,NAU - Phoenix,29021.0,0.0,0.0,0.0,Public_Property,
31,2015.0,105330.0,Northern Arizona University,13.0,Scottsdale Community College,29021.0,0.0,0.0,0.0,Public_Property,
32,2015.0,105330.0,Northern Arizona University,14.0,NAU - Show Low,29021.0,0.0,0.0,0.0,Public_Property,
33,2015.0,105330.0,Northern Arizona University,15.0,Signal Peak Campus,29021.0,0.0,0.0,0.0,Public_Property,
34,2015.0,105330.0,Northern Arizona University,16.0,South Mountain Community College,29021.0,0.0,0.0,0.0,Public_Property,
35,2015.0,105330.0,Northern Arizona University,17.0,NAU - Thatcher Campus,29021.0,0.0,0.0,0.0,Public_Property,
36,2015.0,105330.0,Northern Arizona University,18.0,NAU - Tucson Campus,29021.0,0.0,0.0,0.0,Public_Property,
37,2015.0,105330.0,Northern Arizona University,19.0,NAU - Prescott,29021.0,0.0,0.0,0.0,Public_Property,
38,2015.0,105330.0,Northern Arizona University,20.0,NAU  - Yavapai Prescott Valley Campus,29021.0,0.0,0.0,0.0,Public_Property,
39,2015.0,105330.0,Northern Arizona University,21.0,NAU- Yuma,29021.0,0.0,0.0,0.0,Public_Property,
40,2015.0,105330.0,Northern Arizona University,23.0,Communiversity At Surprise,29021.0,0.0,0.0,0.0,Public_Property,
41,2015.0,105330.0,Northern Arizona University,25.0,Phoenix Biomedical Campus,29021.0,0.0,0.0,0.0,Public_Property,
42,2015.0,105330.0,Northern Arizona University,27.0,NAU In Costa Rica,29021.0,0.0,0.0,0.0,Public_Property,
43,2015.0,105330.0,Northern Arizona University,28.0,Gateway Community College,29021.0,0.0,0.0,0.0,Public_Property,
44,2015.0,105330.0,Northern Arizona University,29.0,Communiversity at Queen Creek,29021.0,0.0,0.0,0.0,Public_Property,
45,2015.0,105330.0,Northern Arizona University,30.0,NAU – East Valley,29021.0,0.0,0.0,0.0,Public_Property,
46,2015.0,105330.0,Northern Arizona University,31.0,NAU- Tucson North,29021.0,0.0,0.0,0.0,Public_Property,
47,2016.0,105330.0,Northern Arizona University,1.0,Flagstaff Mountain Campus,30361.0,0.0,0.0,0.0,Public_Property,
48,2016.0,105330.0,Northern Arizona University,3.0,NAU- Chandler-Gilbert,30361.0,0.0,0.0,0.0,Public_Property,
49,2016.0,105330.0,Northern Arizona University,5.0,NAU - Mesa,30361.0,0.0,0.0,0.0,Public_Property,
50,2016.0,105330.0,Northern Arizona University,6.0,NAU - West Valley,30361.0,0.0,0.0,0.0,Public_Property,
51,2016.0,105330.0,Northern Arizona University,7.0,NAU - Glendale,30361.0,0.0,0.0,0.0,Public_Property,
52,2016.0,105330.0,Northern Arizona University,9.0,NAU - Kingman,30361.0,0.0,0.0,0.0,Public_Property,
53,2016.0,105330.0,Northern Arizona University,10.0,NAU - North Valley,30361.0,0.0,0.0,0.0,Public_Property,
54,2016.0,105330.0,Northern Arizona University,11.0,NAU - Paradise Valley,30361.0,0.0,0.0,0.0,Public_Property,
55,2016.0,105330.0,Northern Arizona University,12.0,NAU - Phoenix,30361.0,0.0,0.0,0.0,Public_Property,
56,2016.0,105330.0,Northern Arizona University,13.0,Scottsdale Community College,30361.0,0.0,0.0,0.0,Public_Property,
57,2016.0,105330.0,Northern Arizona University,14.0,NAU - Show Low,30361.0,0.0,0.0,0.0,Public_Property,
58,2016.0,105330.0,Northern Arizona University,15.0,Signal Peak Campus,30361.0,0.0,0.0,0.0,Public_Property,
59,2016.0,105330.0,Northern Arizona University,16.0,South Mountain Community College,30361.0,0.0,0.0,0.0,Public_Property,
60,2016.0,105330.0,Northern Arizona University,17.0,NAU - Thatcher Campus,30361.0,0.0,0.0,0.0,Public_Property,
61,2016.0,105330.0,Northern Arizona University,18.0,NAU - Tucson Campus,30361.0,0.0,0.0,0.0,Public_Property,
62,2016.0,105330.0,Northern Arizona University,19.0,NAU - Prescott,30361.0,0.0,0.0,0.0,Public_Property,
63,2016.0,105330.0,Northern Arizona University,20.0,NAU  - Yavapai Prescott Valley Campus,30361.0,0.0,0.0,0.0,Public_Property,
64,2016.0,105330.0,Northern Arizona University,21.0,NAU- Yuma,30361.0,0.0,0.0,0.0,Public_Property,
65,2016.0,105330.0,Northern Arizona University,23.0,Communiversity At Surprise,30361.0,0.0,0.0,0.0,Public_Property,
66,2016.0,105330.0,Northern Arizona University,25.0,Phoenix Biomedical Campus,30361.0,0.0,0.0,0.0,Public_Property,
67,2016.0,105330.0,Northern Arizona University,27.0,NAU In Costa Rica,30361.0,0.0,0.0,0.0,Public_Property,
68,2016.0,105330.0,Northern Arizona University,28.0,Gateway Community College,30361.0,0.0,0.0,0.0,Public_Property,
69,2016.0,105330.0,Northern Arizona University,29.0,Communiversity at Queen Creek,30361.0,0.0,0.0,0.0,Public_Property,
70,2016.0,105330.0,Northern Arizona University,30.0,NAU – East Valley,30361.0,0.0,0.0,0.0,Public_Property,
71,2016.0,105330.0,Northern Arizona University,31.0,NAU- Tucson North,30361.0,0.0,0.0,0.0,Public_Property,
0,2014.0,147767.0,Northwestern University,1.0,Main Campus,21554.0,0.0,0.0,0.0,Noncampus,
1,2014.0,147767.0,Northwestern University,2.0,Chicago Campus,21554.0,2.0,0.0,0.0,Noncampus,
2,2014.0,147767.0,Northwestern University,3.0,Kellogg's Miami Campus,21554.0,1.0,0.0,0.0,Noncampus,
3,2014.0,147767.0,Northwestern University,5.0,Education City- Qatar,21554.0,0.0,0.0,0.0,Noncampus,
4,2015.0,147767.0,Northwestern University,1.0,Main Campus,21655.0,0.0,1.0,0.0,Noncampus,
5,2015.0,147767.0,Northwestern University,2.0,Chicago Campus,21655.0,0.0,0.0,0.0,Noncampus,
6,2015.0,147767.0,Northwestern University,3.0,Kellogg's Miami Campus,21655.0,0.0,0.0,0.0,Noncampus,
7,2015.0,147767.0,Northwestern University,5.0,Education City- Qatar,21655.0,0.0,0.0,0.0,Noncampus,
8,2016.0,147767.0,Northwestern University,1.0,Main Campus,21823.0,0.0,0.0,0.0,Noncampus,
9,2016.0,147767.0,Northwestern University,2.0,Chicago Campus,21823.0,0.0,0.0,0.0,Noncampus,
10,2016.0,147767.0,Northwestern University,3.0,Kellogg's Miami Campus,21823.0,0.0,0.0,0.0,Noncampus,
11,2016.0,147767.0,Northwestern University,5.0,Education City- Qatar,21823.0,0.0,0.0,0.0,Noncampus,
0,2014.0,147767.0,Northwestern University,1.0,Main Campus,21554.0,0.0,5.0,17.0,On_campus,
1,2014.0,147767.0,Northwestern University,2.0,Chicago Campus,21554.0,2.0,0.0,3.0,On_campus,
2,2014.0,147767.0,Northwestern University,3.0,Kellogg's Miami Campus,21554.0,0.0,0.0,0.0,On_campus,
3,2014.0,147767.0,Northwestern University,4.0,Medill's Washington D.C. Campus,21554.0,0.0,0.0,0.0,On_campus,
4,2014.0,147767.0,Northwestern University,5.0,Education City- Qatar,21554.0,0.0,1.0,0.0,On_campus,
5,2015.0,147767.0,Northwestern University,1.0,Main Campus,21655.0,0.0,3.0,12.0,On_campus,
6,2015.0,147767.0,Northwestern University,2.0,Chicago Campus,21655.0,0.0,0.0,3.0,On_campus,
7,2015.0,147767.0,Northwestern University,3.0,Kellogg's Miami Campus,21655.0,0.0,0.0,0.0,On_campus,
8,2015.0,147767.0,Northwestern University,4.0,Medill's Washington D.C. Campus,21655.0,0.0,0.0,0.0,On_campus,
9,2015.0,147767.0,Northwestern University,5.0,Education City- Qatar,21655.0,0.0,0.0,4.0,On_campus,
10,2016.0,147767.0,Northwestern University,1.0,Main Campus,21823.0,1.0,1.0,8.0,On_campus,
11,2016.0,147767.0,Northwestern University,2.0,Chicago Campus,21823.0,7.0,2.0,2.0,On_campus,
12,2016.0,147767.0,Northwestern University,3.0,Kellogg's Miami Campus,21823.0,0.0,0.0,0.0,On_campus,
13,2016.0,147767.0,Northwestern University,4.0,Medill's Washington D.C. Campus,21823.0,0.0,0.0,0.0,On_campus,
14,2016.0,147767.0,Northwestern University,5.0,Education City- Qatar,21823.0,0.0,0.0,6.0,On_campus,
0,2014.0,147767.0,Northwestern University,1.0,Main Campus,21554.0,0.0,4.0,3.0,On_campus_Student_Housing_Facilities,
1,2015.0,147767.0,Northwestern University,1.0,Main Campus,21655.0,0.0,3.0,5.0,On_campus_Student_Housing_Facilities,
2,2016.0,147767.0,Northwestern University,1.0,Main Campus,21823.0,0.0,1.0,4.0,On_campus_Student_Housing_Facilities,
0,2014.0,147767.0,Northwestern University,1.0,Main Campus,21554.0,0.0,0.0,0.0,Public_Property,
1,2014.0,147767.0,Northwestern University,2.0,Chicago Campus,21554.0,3.0,0.0,0.0,Public_Property,
2,2014.0,147767.0,Northwestern University,3.0,Kellogg's Miami Campus,21554.0,0.0,0.0,0.0,Public_Property,
3,2014.0,147767.0,Northwestern University,4.0,Medill's Washington D.C. Campus,21554.0,0.0,0.0,0.0,Public_Property,
4,2014.0,147767.0,Northwestern University,5.0,Education City- Qatar,21554.0,0.0,0.0,0.0,Public_Property,
5,2015.0,147767.0,Northwestern University,1.0,Main Campus,21655.0,0.0,0.0,0.0,Public_Property,
6,2015.0,147767.0,Northwestern University,2.0,Chicago Campus,21655.0,3.0,1.0,0.0,Public_Property,
7,2015.0,147767.0,Northwestern University,3.0,Kellogg's Miami Campus,21655.0,0.0,0.0,0.0,Public_Property,
8,2015.0,147767.0,Northwestern University,4.0,Medill's Washington D.C. Campus,21655.0,0.0,0.0,0.0,Public_Property,
9,2015.0,147767.0,Northwestern University,5.0,Education City- Qatar,21655.0,0.0,0.0,0.0,Public_Property,
10,2016.0,147767.0,Northwestern University,1.0,Main Campus,21823.0,1.0,0.0,0.0,Public_Property,
11,2016.0,147767.0,Northwestern University,2.0,Chicago Campus,21823.0,3.0,3.0,0.0,Public_Property,
12,2016.0,147767.0,Northwestern University,3.0,Kellogg's Miami Campus,21823.0,0.0,0.0,0.0,Public_Property,
13,2016.0,147767.0,Northwestern University,4.0,Medill's Washington D.C. Campus,21823.0,0.0,0.0,0.0,Public_Property,
14,2016.0,147767.0,Northwestern University,5.0,Education City- Qatar,21823.0,0.0,0.0,0.0,Public_Property,
0,2014.0,204796.0,Ohio State University-Main Campus,1.0,Main Campus,58322.0,3.0,0.0,1.0,Noncampus,
1,2015.0,204796.0,Ohio State University-Main Campus,1.0,Main Campus,58663.0,4.0,1.0,0.0,Noncampus,
2,2016.0,204796.0,Ohio State University-Main Campus,1.0,Main Campus,59482.0,2.0,2.0,1.0,Noncampus,
0,2014.0,204796.0,Ohio State University-Main Campus,1.0,Main Campus,58322.0,5.0,11.0,19.0,On_campus,
1,2015.0,204796.0,Ohio State University-Main Campus,1.0,Main Campus,58663.0,4.0,19.0,15.0,On_campus,
2,2016.0,204796.0,Ohio State University-Main Campus,1.0,Main Campus,59482.0,10.0,18.0,42.0,On_campus,
0,2014.0,204796.0,Ohio State University-Main Campus,1.0,Main Campus,58322.0,1.0,9.0,2.0,On_campus_Student_Housing_Facilities,
1,2015.0,204796.0,Ohio State University-Main Campus,1.0,Main Campus,58663.0,0.0,10.0,3.0,On_campus_Student_Housing_Facilities,
2,2016.0,204796.0,Ohio State University-Main Campus,1.0,Main Campus,59482.0,3.0,12.0,8.0,On_campus_Student_Housing_Facilities,
0,2014.0,204796.0,Ohio State University-Main Campus,1.0,Main Campus,58322.0,0.0,0.0,0.0,Public_Property,
1,2015.0,204796.0,Ohio State University-Main Campus,1.0,Main Campus,58663.0,0.0,2.0,0.0,Public_Property,
2,2016.0,204796.0,Ohio State University-Main Campus,1.0,Main Campus,59482.0,0.0,0.0,0.0,Public_Property,
0,2014.0,209542.0,Oregon State University,1.0,Main Campus,28886.0,1.0,0.0,0.0,Noncampus,
1,2015.0,209542.0,Oregon State University,1.0,Main Campus,29576.0,0.0,1.0,1.0,Noncampus,
2,2016.0,209542.0,Oregon State University,1.0,Main Campus,30354.0,0.0,0.0,1.0,Noncampus,
0,2014.0,209542.0,Oregon State University,1.0,Main Campus,28886.0,5.0,1.0,6.0,On_campus,
1,2015.0,209542.0,Oregon State University,1.0,Main Campus,29576.0,4.0,4.0,19.0,On_campus,
2,2016.0,209542.0,Oregon State University,1.0,Main Campus,30354.0,5.0,2.0,32.0,On_campus,
0,2014.0,209542.0,Oregon State University,1.0,Main Campus,28886.0,3.0,0.0,3.0,On_campus_Student_Housing_Facilities,
1,2015.0,209542.0,Oregon State University,1.0,Main Campus,29576.0,0.0,2.0,10.0,On_campus_Student_Housing_Facilities,
2,2016.0,209542.0,Oregon State University,1.0,Main Campus,30354.0,2.0,2.0,11.0,On_campus_Student_Housing_Facilities,
0,2014.0,209542.0,Oregon State University,1.0,Main Campus,28886.0,0.0,0.0,0.0,Public_Property,
1,2015.0,209542.0,Oregon State University,1.0,Main Campus,29576.0,0.0,0.0,0.0,Public_Property,
2,2016.0,209542.0,Oregon State University,1.0,Main Campus,30354.0,0.0,2.0,0.0,Public_Property,
0,2014.0,194310.0,Pace University-New York,1.0,Pace University,12857.0,0.0,1.0,0.0,Noncampus,
1,2015.0,194310.0,Pace University-New York,1.0,Pace University,12843.0,0.0,0.0,0.0,Noncampus,
2,2016.0,194310.0,Pace University-New York,1.0,Pace University,13245.0,0.0,0.0,0.0,Noncampus,
0,2014.0,194310.0,Pace University-New York,1.0,Pace University,12857.0,0.0,1.0,0.0,On_campus,
1,2015.0,194310.0,Pace University-New York,1.0,Pace University,12843.0,0.0,0.0,2.0,On_campus,
2,2016.0,194310.0,Pace University-New York,1.0,Pace University,13245.0,0.0,2.0,0.0,On_campus,
0,2014.0,194310.0,Pace University-New York,1.0,Pace University,12857.0,0.0,0.0,0.0,On_campus_Student_Housing_Facilities,
1,2015.0,194310.0,Pace University-New York,1.0,Pace University,12843.0,0.0,0.0,0.0,On_campus_Student_Housing_Facilities,
2,2016.0,194310.0,Pace University-New York,1.0,Pace University,13245.0,0.0,2.0,0.0,On_campus_Student_Housing_Facilities,
0,2014.0,194310.0,Pace University-New York,1.0,Pace University,12857.0,0.0,0.0,0.0,Public_Property,
1,2015.0,194310.0,Pace University-New York,1.0,Pace University,12843.0,0.0,0.0,0.0,Public_Property,
2,2016.0,194310.0,Pace University-New York,1.0,Pace University,13245.0,0.0,0.0,0.0,Public_Property,
0,2014.0,209807.0,Portland State University,1.0,Portland State University,27696.0,0.0,0.0,0.0,Noncampus,
1,2015.0,209807.0,Portland State University,1.0,Portland State University,27488.0,0.0,0.0,0.0,Noncampus,
2,2016.0,209807.0,Portland State University,1.0,Portland State University,26627.0,0.0,0.0,0.0,Noncampus,
0,2014.0,209807.0,Portland State University,1.0,Portland State University,27696.0,7.0,0.0,6.0,On_campus,
1,2015.0,209807.0,Portland State University,1.0,Portland State University,27488.0,10.0,4.0,17.0,On_campus,
2,2016.0,209807.0,Portland State University,1.0,Portland State University,26627.0,7.0,5.0,20.0,On_campus,
0,2014.0,209807.0,Portland State University,1.0,Portland State University,27696.0,4.0,0.0,4.0,On_campus_Student_Housing_Facilities,
1,2015.0,209807.0,Portland State University,1.0,Portland State University,27488.0,8.0,2.0,3.0,On_campus_Student_Housing_Facilities,
2,2016.0,209807.0,Portland State University,1.0,Portland State University,26627.0,5.0,1.0,3.0,On_campus_Student_Housing_Facilities,
0,2014.0,209807.0,Portland State University,1.0,Portland State University,27696.0,1.0,0.0,1.0,Public_Property,
1,2015.0,209807.0,Portland State University,1.0,Portland State University,27488.0,0.0,0.0,0.0,Public_Property,
2,2016.0,209807.0,Portland State University,1.0,Portland State University,26627.0,3.0,1.0,1.0,Public_Property,
0,2014.0,227766.0,Richland College,1.0,Main Campus,19343.0,0.0,0.0,0.0,On_campus,
1,2015.0,227766.0,Richland College,1.0,Main Campus,16687.0,0.0,0.0,4.0,On_campus,
2,2016.0,227766.0,Richland College,1.0,Main Campus,18106.0,0.0,0.0,3.0,On_campus,
0,2014.0,227766.0,Richland College,1.0,Main Campus,19343.0,0.0,0.0,0.0,Public_Property,
1,2015.0,227766.0,Richland College,1.0,Main Campus,16687.0,0.0,0.0,0.0,Public_Property,
2,2016.0,227766.0,Richland College,1.0,Main Campus,18106.0,0.0,0.0,0.0,Public_Property,
0,2016.0,122597.0,San Francisco State University,1.0,Main Campus,29045.0,0.0,0.0,0.0,Noncampus,
0,2014.0,122597.0,San Francisco State University,1.0,Main Campus,29465.0,0.0,4.0,3.0,On_campus,
1,2015.0,122597.0,San Francisco State University,1.0,Main Campus,30256.0,3.0,1.0,10.0,On_campus,
2,2016.0,122597.0,San Francisco State University,1.0,Main Campus,29045.0,1.0,5.0,8.0,On_campus,
0,2014.0,122597.0,San Francisco State University,1.0,Main Campus,29465.0,0.0,3.0,0.0,On_campus_Student_Housing_Facilities,
1,2015.0,122597.0,San Francisco State University,1.0,Main Campus,30256.0,2.0,1.0,2.0,On_campus_Student_Housing_Facilities,
2,2016.0,122597.0,San Francisco State University,1.0,Main Campus,29045.0,1.0,5.0,3.0,On_campus_Student_Housing_Facilities,
0,2014.0,122597.0,San Francisco State University,1.0,Main Campus,29465.0,0.0,0.0,0.0,Public_Property,
1,2015.0,122597.0,San Francisco State University,1.0,Main Campus,30256.0,2.0,0.0,0.0,Public_Property,
2,2016.0,122597.0,San Francisco State University,1.0,Main Campus,29045.0,1.0,0.0,0.0,Public_Property,
0,2014.0,196413.0,Syracuse University,1.0,Main Campus,21492.0,0.0,0.0,1.0,Noncampus,
1,2015.0,196413.0,Syracuse University,1.0,Main Campus,21789.0,0.0,0.0,0.0,Noncampus,
2,2016.0,196413.0,Syracuse University,1.0,Main Campus,21970.0,0.0,0.0,0.0,Noncampus,
0,2014.0,196413.0,Syracuse University,1.0,Main Campus,21492.0,0.0,3.0,1.0,On_campus,
1,2015.0,196413.0,Syracuse University,1.0,Main Campus,21789.0,0.0,4.0,10.0,On_campus,
2,2016.0,196413.0,Syracuse University,1.0,Main Campus,21970.0,0.0,8.0,15.0,On_campus,
0,2014.0,196413.0,Syracuse University,1.0,Main Campus,21492.0,0.0,2.0,0.0,On_campus_Student_Housing_Facilities,
1,2015.0,196413.0,Syracuse University,1.0,Main Campus,21789.0,0.0,3.0,2.0,On_campus_Student_Housing_Facilities,
2,2016.0,196413.0,Syracuse University,1.0,Main Campus,21970.0,0.0,8.0,5.0,On_campus_Student_Housing_Facilities,
0,2014.0,196413.0,Syracuse University,1.0,Main Campus,21492.0,0.0,0.0,0.0,Public_Property,
1,2015.0,196413.0,Syracuse University,1.0,Main Campus,21789.0,0.0,0.0,0.0,Public_Property,
2,2016.0,196413.0,Syracuse University,1.0,Main Campus,21970.0,0.0,0.0,0.0,Public_Property,
0,2014.0,228723.0,Texas A & M University-College Station,1.0,Texas A&M University,61642.0,0.0,0.0,0.0,Noncampus,
1,2015.0,228723.0,Texas A & M University-College Station,1.0,Texas A&M University,63813.0,0.0,0.0,1.0,Noncampus,
2,2016.0,228723.0,Texas A & M University-College Station,1.0,Texas A&M University,65632.0,0.0,0.0,0.0,Noncampus,
0,2014.0,228723.0,Texas A & M University-College Station,1.0,Texas A&M University,61642.0,7.0,2.0,5.0,On_campus,
1,2015.0,228723.0,Texas A & M University-College Station,1.0,Texas A&M University,63813.0,8.0,13.0,21.0,On_campus,
2,2016.0,228723.0,Texas A & M University-College Station,1.0,Texas A&M University,65632.0,15.0,17.0,76.0,On_campus,
0,2014.0,228723.0,Texas A & M University-College Station,1.0,Texas A&M University,61642.0,1.0,1.0,2.0,On_campus_Student_Housing_Facilities,
